part,34
name,電子期貨
,,DKFA3,廣達股票期貨2023/01
,,DKFB3,廣達股票期貨2023/02
,,DKFC3,廣達股票期貨2023/03
,,DKFF3,廣達股票期貨2023/06
,,DKFI3,廣達股票期貨2023/09
,,DLFA3,中華電股票期貨2023/01
,,DLFB3,中華電股票期貨2023/02
,,DLFC3,中華電股票期貨2023/03
,,DLFF3,中華電股票期貨2023/06
,,DLFI3,中華電股票期貨2023/09
,,DNFA3,玉山金股票期貨2023/01
,,DNFB3,玉山金股票期貨2023/02
,,DNFC3,玉山金股票期貨2023/03
,,DNFF3,玉山金股票期貨2023/06
,,DNFI3,玉山金股票期貨2023/09
,,DO1C3,元大金股票期貨2023/03
,,DOFA3,元大金股票期貨2023/01
,,DOFB3,元大金股票期貨2023/02
,,DOFC3,元大金股票期貨2023/03
,,DOFF3,元大金股票期貨2023/06
,,DOFI3,元大金股票期貨2023/09
,,DP1C3,第一金股票期貨2023/03
,,DPFA3,第一金股票期貨2023/01
,,DPFB3,第一金股票期貨2023/02
,,DPFC3,第一金股票期貨2023/03
,,DPFF3,第一金股票期貨2023/06
,,DPFI3,第一金股票期貨2023/09
,,DQ1C3,群創股票期貨2023/03
,,DQ1F3,群創股票期貨2023/06
,,DQFA3,群創股票期貨2023/01
,,DQFB3,群創股票期貨2023/02
,,DQFC3,群創股票期貨2023/03
,,DQFF3,群創股票期貨2023/06
,,DQFI3,群創股票期貨2023/09
,,DSFA3,宏碁股票期貨2023/01
,,DSFB3,宏碁股票期貨2023/02
,,DSFC3,宏碁股票期貨2023/03
,,DSFF3,宏碁股票期貨2023/06
,,DSFI3,宏碁股票期貨2023/09
,,DVFA3,聯發科股票期貨2023/01
,,DVFB3,聯發科股票期貨2023/02
,,DVFC3,聯發科股票期貨2023/03
,,DVFF3,聯發科股票期貨2023/06
,,DVFI3,聯發科股票期貨2023/09
,,DW1C3,潤泰全股票期貨2023/03
,,DW1F3,潤泰全股票期貨2023/06
,,DWFA3,潤泰全股票期貨2023/01
,,DWFB3,潤泰全股票期貨2023/02
,,DWFC3,潤泰全股票期貨2023/03
,,DWFF3,潤泰全股票期貨2023/06
,,DWFI3,潤泰全股票期貨2023/09
,,DXFA3,緯創股票期貨2023/01
,,DXFB3,緯創股票期貨2023/02
,,DXFC3,緯創股票期貨2023/03
,,DXFF3,緯創股票期貨2023/06
,,DXFI3,緯創股票期貨2023/09
,,DYFA3,亞泥股票期貨2023/01
,,DYFB3,亞泥股票期貨2023/02
,,DYFC3,亞泥股票期貨2023/03
,,DYFF3,亞泥股票期貨2023/06
,,DYFI3,亞泥股票期貨2023/09
,,DZFA3,大成股票期貨2023/01
,,DZFB3,大成股票期貨2023/02
,,DZFC3,大成股票期貨2023/03
,,DZFF3,大成股票期貨2023/06
,,DZFI3,大成股票期貨2023/09
,,EEFA3,國喬股票期貨2023/01
,,EEFB3,國喬股票期貨2023/02
,,EEFC3,國喬股票期貨2023/03
,,EEFF3,國喬股票期貨2023/06
,,EEFI3,國喬股票期貨2023/09
,,EGFA3,中石化股票期貨2023/01
,,EGFB3,中石化股票期貨2023/02
,,EGFC3,中石化股票期貨2023/03
,,EGFF3,中石化股票期貨2023/06
,,EGFI3,中石化股票期貨2023/09
,,EHFA3,東陽股票期貨2023/01
,,EHFB3,東陽股票期貨2023/02
,,EHFC3,東陽股票期貨2023/03
,,EHFF3,東陽股票期貨2023/06
,,EHFI3,東陽股票期貨2023/09
,,EKFA3,南紡股票期貨2023/01
,,EKFB3,南紡股票期貨2023/02
,,EKFC3,南紡股票期貨2023/03
,,EKFF3,南紡股票期貨2023/06
,,EKFI3,南紡股票期貨2023/09
,,EMFA3,東元股票期貨2023/01
,,EMFB3,東元股票期貨2023/02
,,EMFC3,東元股票期貨2023/03
,,EMFF3,東元股票期貨2023/06
,,EMFI3,東元股票期貨2023/09
,,EPFA3,F-亞德股票期貨2023/01
,,EPFB3,F-亞德股票期貨2023/02
,,EPFC3,F-亞德股票期貨2023/03
,,EPFF3,F-亞德股票期貨2023/06
,,EPFI3,F-亞德股票期貨2023/09
,,ERFC3,南僑股票期貨2023/03
,,EYFA3,中纖股票期貨2023/01
,,EYFB3,中纖股票期貨2023/02
,,EYFC3,中纖股票期貨2023/03
,,EYFF3,中纖股票期貨2023/06
,,EYFI3,中纖股票期貨2023/09
,,EZFA3,台肥期貨2023/01
,,EZFB3,台肥期貨2023/02
,,EZFC3,台肥期貨2023/03
,,EZFF3,台肥期貨2023/06
,,EZFI3,台肥期貨2023/09
,,F1FC3,英國富時100期貨2023/03
,,F1FF3,英國富時100期貨2023/06
,,F1FI3,英國富時100期貨2023/09
,,F1FL3,英國富時100期貨2023/12
,,FBFA3,東鋼股票期貨2023/01
,,FBFB3,東鋼股票期貨2023/02
,,FBFC3,東鋼股票期貨2023/03
,,FBFF3,東鋼股票期貨2023/06
,,FBFI3,東鋼股票期貨2023/09
,,FCFA3,中鴻股票期貨2023/01
,,FCFB3,中鴻股票期貨2023/02
,,FCFC3,中鴻股票期貨2023/03
,,FCFF3,中鴻股票期貨2023/06
,,FCFI3,中鴻股票期貨2023/09
,,FEFA3,大成鋼股票期貨2023/01
,,FEFB3,大成鋼股票期貨2023/02
,,FEFC3,大成鋼股票期貨2023/03
,,FEFF3,大成鋼股票期貨2023/06
,,FEFI3,大成鋼股票期貨2023/09
,,FFFA3,上銀股票期貨2023/01
,,FFFB3,上銀股票期貨2023/02
,,FFFC3,上銀股票期貨2023/03
,,FFFF3,上銀股票期貨2023/06
,,FFFI3,上銀股票期貨2023/09
,,FGFA3,川湖股票期貨2023/01
,,FGFB3,川湖股票期貨2023/02
,,FGFC3,川湖股票期貨2023/03
,,FGFF3,川湖股票期貨2023/06
,,FGFI3,川湖股票期貨2023/09
,,FKFA3,正新股票期貨2023/01
,,FKFB3,正新股票期貨2023/02
,,FKFC3,正新股票期貨2023/03
,,FKFF3,正新股票期貨2023/06
,,FKFI3,正新股票期貨2023/09
,,FNFA3,裕隆股票期貨2023/01
,,FNFB3,裕隆股票期貨2023/02
,,FNFC3,裕隆股票期貨2023/03
,,FNFF3,裕隆股票期貨2023/06
,,FNFI3,裕隆股票期貨2023/09
,,FQFA3,光寶科股票期貨2023/01
,,FQFB3,光寶科股票期貨2023/02
,,FQFC3,光寶科股票期貨2023/03
,,FQFF3,光寶科股票期貨2023/06
,,FQFI3,光寶科股票期貨2023/09
,,FRFA3,台達電股票期貨2023/01
,,FRFB3,台達電股票期貨2023/02
,,FRFC3,台達電股票期貨2023/03
,,FRFF3,台達電股票期貨2023/06
,,FRFI3,台達電股票期貨2023/09
,,FTFA3,華通股票期貨2023/01
,,FTFB3,華通股票期貨2023/02
,,FTFC3,華通股票期貨2023/03
,,FTFF3,華通股票期貨2023/06
,,FTFI3,華通股票期貨2023/09
,,FVFA3,精英股票期貨2023/01
,,FVFB3,精英股票期貨2023/02
,,FVFC3,精英股票期貨2023/03
,,FVFF3,精英股票期貨2023/06
,,FVFI3,精英股票期貨2023/09
,,FWFA3,友訊股票期貨2023/01
,,FWFB3,友訊股票期貨2023/02
,,FWFC3,友訊股票期貨2023/03
,,FWFF3,友訊股票期貨2023/06
,,FWFI3,友訊股票期貨2023/09
,,FYFA3,光磊股票期貨2023/01
,,FYFB3,光磊股票期貨2023/02
,,FYFC3,光磊股票期貨2023/03
,,FYFF3,光磊股票期貨2023/06
,,FYFI3,光磊股票期貨2023/09
,,FZFA3,華邦電股票期貨2023/01
,,FZFB3,華邦電股票期貨2023/02
,,FZFC3,華邦電股票期貨2023/03
,,FZFF3,華邦電股票期貨2023/06
,,FZFI3,華邦電股票期貨2023/09
,,GAFA3,聯強股票期貨2023/01
,,GAFB3,聯強股票期貨2023/02
,,GAFC3,聯強股票期貨2023/03
,,GAFF3,聯強股票期貨2023/06
,,GAFI3,聯強股票期貨2023/09
,,GCFA3,鴻準股票期貨2023/01
,,GCFB3,鴻準股票期貨2023/02
,,GCFC3,鴻準股票期貨2023/03
,,GCFF3,鴻準股票期貨2023/06
,,GCFI3,鴻準股票期貨2023/09
,,GHFA3,技嘉股票期貨2023/01
,,GHFB3,技嘉股票期貨2023/02
,,GHFC3,技嘉股票期貨2023/03
,,GHFF3,技嘉股票期貨2023/06
,,GHFI3,技嘉股票期貨2023/09
,,GIFA3,微星股票期貨2023/01
,,GIFB3,微星股票期貨2023/02
,,GIFC3,微星股票期貨2023/03
,,GIFF3,微星股票期貨2023/06
,,GIFI3,微星股票期貨2023/09
,,GJFA3,瑞昱股票期貨2023/01
,,GJFB3,瑞昱股票期貨2023/02
,,GJFC3,瑞昱股票期貨2023/03
,,GJFF3,瑞昱股票期貨2023/06
,,GJFI3,瑞昱股票期貨2023/09
,,GLFA3,正崴股票期貨2023/01
,,GLFB3,正崴股票期貨2023/02
,,GLFC3,正崴股票期貨2023/03
,,GLFF3,正崴股票期貨2023/06
,,GLFI3,正崴股票期貨2023/09
,,GMFA3,億光股票期貨2023/01
,,GMFB3,億光股票期貨2023/02
,,GMFC3,億光股票期貨2023/03
,,GMFF3,億光股票期貨2023/06
,,GMFI3,億光股票期貨2023/09
,,GNFA3,凌陽股票期貨2023/01
,,GNFB3,凌陽股票期貨2023/02
,,GNFC3,凌陽股票期貨2023/03
,,GNFF3,凌陽股票期貨2023/06
,,GNFI3,凌陽股票期貨2023/09
,,GOFA3,漢唐股票期貨2023/01
,,GOFB3,漢唐股票期貨2023/02
,,GOFC3,漢唐股票期貨2023/03
,,GOFF3,漢唐股票期貨2023/06
,,GOFI3,漢唐股票期貨2023/09
,,GRFA3,京元電股票期貨2023/01
,,GRFB3,京元電股票期貨2023/02
,,GRFC3,京元電股票期貨2023/03
,,GRFF3,京元電股票期貨2023/06
,,GRFI3,京元電股票期貨2023/09
,,GUFA3,全新股票期貨2023/01
,,GUFB3,全新股票期貨2023/02
,,GUFC3,全新股票期貨2023/03
,,GUFF3,全新股票期貨2023/06
,,GUFI3,全新股票期貨2023/09
,,GWFA3,義隆股票期貨2023/01
,,GWFB3,義隆股票期貨2023/02
,,GWFC3,義隆股票期貨2023/03
,,GWFF3,義隆股票期貨2023/06
,,GWFI3,義隆股票期貨2023/09
,,GXFA3,可成股票期貨2023/01
,,GXFB3,可成股票期貨2023/02
,,GXFC3,可成股票期貨2023/03
,,GXFF3,可成股票期貨2023/06
,,GXFI3,可成股票期貨2023/09
,,GYFA3,強茂股票期貨2023/01
,,GYFB3,強茂股票期貨2023/02
,,GYFC3,強茂股票期貨2023/03
,,GYFF3,強茂股票期貨2023/06
,,GYFI3,強茂股票期貨2023/09
,,GZFA3,兆赫股票期貨2023/01
,,GZFB3,兆赫股票期貨2023/02
,,GZFC3,兆赫股票期貨2023/03
,,GZFF3,兆赫股票期貨2023/06
,,GZFI3,兆赫股票期貨2023/09
,,HAFA3,瑞軒股票期貨2023/01
,,HAFB3,瑞軒股票期貨2023/02
,,HAFC3,瑞軒股票期貨2023/03
,,HAFF3,瑞軒股票期貨2023/06
,,HAFI3,瑞軒股票期貨2023/09
,,HBFA3,華新科股票期貨2023/01
,,HBFB3,華新科股票期貨2023/02
,,HBFC3,華新科股票期貨2023/03
,,HBFF3,華新科股票期貨2023/06
,,HBFI3,華新科股票期貨2023/09
,,HCFA3,宏達電股票期貨2023/01
,,HCFB3,宏達電股票期貨2023/02
,,HCFC3,宏達電股票期貨2023/03
,,HCFF3,宏達電股票期貨2023/06
,,HCFI3,宏達電股票期貨2023/09
,,HHFA3,中工股票期貨2023/01
,,HHFB3,中工股票期貨2023/02
,,HHFC3,中工股票期貨2023/03
,,HHFF3,中工股票期貨2023/06
,,HHFI3,中工股票期貨2023/09
,,HIFA3,冠德股票期貨2023/01
,,HIFB3,冠德股票期貨2023/02
,,HIFC3,冠德股票期貨2023/03
,,HIFF3,冠德股票期貨2023/06
,,HIFI3,冠德股票期貨2023/09
,,HLFA3,興富發股票期貨2023/01
,,HLFB3,興富發股票期貨2023/02
,,HLFC3,興富發股票期貨2023/03
,,HLFF3,興富發股票期貨2023/06
,,HLFI3,興富發股票期貨2023/09
,,HOFA3,華固股票期貨2023/01
,,HOFB3,華固股票期貨2023/02
,,HOFC3,華固股票期貨2023/03
,,HOFF3,華固股票期貨2023/06
,,HOFI3,華固股票期貨2023/09
,,HQFA3,新興股票期貨2023/01
,,HQFB3,新興股票期貨2023/02
,,HQFC3,新興股票期貨2023/03
,,HQFF3,新興股票期貨2023/06
,,HQFI3,新興股票期貨2023/09
,,HSFA3,長榮航股票期貨2023/01
,,HSFB3,長榮航股票期貨2023/02
,,HSFC3,長榮航股票期貨2023/03
,,HSFF3,長榮航股票期貨2023/06
,,HSFI3,長榮航股票期貨2023/09
,,IA1C3,臺企銀股票期貨2023/03
,,IAFA3,臺企銀股票期貨2023/01
,,IAFB3,臺企銀股票期貨2023/02
,,IAFC3,臺企銀股票期貨2023/03
,,IAFF3,臺企銀股票期貨2023/06
,,IAFI3,臺企銀股票期貨2023/09
,,IHFA3,農林股票期貨2023/01
,,IHFB3,農林股票期貨2023/02
,,IHFC3,農林股票期貨2023/03
,,IHFF3,農林股票期貨2023/06
,,IHFI3,農林股票期貨2023/09
,,IIFA3,晶豪科股票期貨2023/01
,,IIFB3,晶豪科股票期貨2023/02
,,IIFC3,晶豪科股票期貨2023/03
,,IIFF3,晶豪科股票期貨2023/06
,,IIFI3,晶豪科股票期貨2023/09
,,IJFA3,大立光股票期貨2023/01
,,IJFB3,大立光股票期貨2023/02
,,IJFC3,大立光股票期貨2023/03
,,IJFF3,大立光股票期貨2023/06
,,IJFI3,大立光股票期貨2023/09
,,IMFA3,亞光股票期貨2023/01
,,IMFB3,亞光股票期貨2023/02
,,IMFC3,亞光股票期貨2023/03
,,IMFF3,亞光股票期貨2023/06
,,IMFI3,亞光股票期貨2023/09
,,IOFA3,聯詠股票期貨2023/01
,,IOFB3,聯詠股票期貨2023/02
,,IOFC3,聯詠股票期貨2023/03
,,IOFF3,聯詠股票期貨2023/06
,,IOFI3,聯詠股票期貨2023/09
,,IPFA3,智原股票期貨2023/01
,,IPFB3,智原股票期貨2023/02
,,IPFC3,智原股票期貨2023/03
,,IPFF3,智原股票期貨2023/06
,,IPFI3,智原股票期貨2023/09
,,IQFA3,文曄股票期貨2023/01
,,IQFB3,文曄股票期貨2023/02
,,IQFC3,文曄股票期貨2023/03
,,IQFF3,文曄股票期貨2023/06
,,IQFI3,文曄股票期貨2023/09
,,IRFA3,欣興股票期貨2023/01
,,IRFB3,欣興股票期貨2023/02
,,IRFC3,欣興股票期貨2023/03
,,IRFF3,欣興股票期貨2023/06
,,IRFI3,欣興股票期貨2023/09
,,ITFA3,晶技股票期貨2023/01
,,ITFB3,晶技股票期貨2023/02
,,ITFC3,晶技股票期貨2023/03
,,ITFF3,晶技股票期貨2023/06
,,ITFI3,晶技股票期貨2023/09
,,IXFA3,景碩股票期貨2023/01
,,IXFB3,景碩股票期貨2023/02
,,IXFC3,景碩股票期貨2023/03
,,IXFF3,景碩股票期貨2023/06
,,IXFI3,景碩股票期貨2023/09
,,IYFA3,新日興股票期貨2023/01
,,IYFB3,新日興股票期貨2023/02
,,IYFC3,新日興股票期貨2023/03
,,IYFF3,新日興股票期貨2023/06
,,IYFI3,新日興股票期貨2023/09
,,IZFA3,明泰股票期貨2023/01
,,IZFB3,明泰股票期貨2023/02
,,IZFC3,明泰股票期貨2023/03
,,IZFF3,明泰股票期貨2023/06
,,IZFI3,明泰股票期貨2023/09
,,JBFA3,創意股票期貨2023/01
,,JBFB3,創意股票期貨2023/02
,,JBFC3,創意股票期貨2023/03
,,JBFF3,創意股票期貨2023/06
,,JBFI3,創意股票期貨2023/09
,,JFFA3,嘉澤股票期貨2023/01
,,JFFB3,嘉澤股票期貨2023/02
,,JFFC3,嘉澤股票期貨2023/03
,,JFFF3,嘉澤股票期貨2023/06
,,JFFI3,嘉澤股票期貨2023/09
,,JMFA3,健策期貨2023/01
,,JMFB3,健策期貨2023/02
,,JMFC3,健策期貨2023/03
,,JMFF3,健策期貨2023/06
,,JMFI3,健策期貨2023/09
,,JNFA3,F-TPK股票期貨2023/01
,,JNFB3,F-TPK股票期貨2023/02
,,JNFC3,F-TPK股票期貨2023/03
,,JNFF3,F-TPK股票期貨2023/06
,,JNFI3,F-TPK股票期貨2023/09
,,JPFA3,大聯大股票期貨2023/01
,,JPFB3,大聯大股票期貨2023/02
,,JPFC3,大聯大股票期貨2023/03
,,JPFF3,大聯大股票期貨2023/06
,,JPFI3,大聯大股票期貨2023/09
,,JSFA3,和碩股票期貨2023/01
,,JSFB3,和碩股票期貨2023/02
,,JSFC3,和碩股票期貨2023/03
,,JSFF3,和碩股票期貨2023/06
,,JSFI3,和碩股票期貨2023/09
,,JWFA3,長虹股票期貨2023/01
,,JWFB3,長虹股票期貨2023/02
,,JWFC3,長虹股票期貨2023/03
,,JWFF3,長虹股票期貨2023/06
,,JWFI3,長虹股票期貨2023/09
,,JZFA3,嘉聯益股票期貨2023/01
,,JZFB3,嘉聯益股票期貨2023/02
,,JZFC3,嘉聯益股票期貨2023/03
,,JZFF3,嘉聯益股票期貨2023/06
,,JZFI3,嘉聯益股票期貨2023/09
,,KAFA3,瑞儀股票期貨2023/01
,,KAFB3,瑞儀股票期貨2023/02
,,KAFC3,瑞儀股票期貨2023/03
,,KAFF3,瑞儀股票期貨2023/06
,,KAFI3,瑞儀股票期貨2023/09
,,KBFA3,聯茂股票期貨2023/01
,,KBFB3,聯茂股票期貨2023/02
,,KBFC3,聯茂股票期貨2023/03
,,KBFF3,聯茂股票期貨2023/06
,,KBFI3,聯茂股票期貨2023/09
,,KCFA3,力成股票期貨2023/01
,,KCFB3,力成股票期貨2023/02
,,KCFC3,力成股票期貨2023/03
