part,1
name,
,,T0101Y,兆豐寶鑽貨幣市場證券投資信託
,,T0102Y,兆豐第一證券投資信託基金
,,T0103Y,兆豐國民證券投資信託基金
,,T0104Y,兆豐全球證券投資信託基金
,,T0105Y,兆豐萬全證券投資信託基金
,,T0108Y,兆豐電子證券投資信託基金
,,T0109Y,兆豐生命科學證券投資信託基金
,,T0110Y,兆豐豐台灣證券投資信託基金
,,T0117A,兆豐國際新興市場高收益債券基金-A(不分配收益)
,,T0117B,兆豐國際新興市場高收益債券基金-B(分配收益)
,,T0118Y,兆豐人民幣貨幣市場證券投資信
,,T0119A,兆豐中國Ａ股證券投資信託基金
,,T0119B,兆豐中國Ａ股證券投資信託基金
,,T0119C,兆豐中國Ａ股證券投資信託基金
,,T0123A,兆豐美元貨幣市場證券投資信託
,,T0123B,兆豐美元貨幣市場證券投資信託
,,T0126J,兆豐國際丹麥資產擔保債券指數基金-台幣(法人累積型)
,,T0127A,兆豐中國內需Ａ股證券投資信託
,,T0127B,兆豐中國內需Ａ股證券投資信託
,,T0127C,兆豐中國內需Ａ股證券投資信託
,,T0128A,兆豐六年到期新興市場債券證券
,,T0128B,兆豐六年到期新興市場債券證券
,,T0128C,兆豐六年到期新興市場債券證券
,,T0128D,兆豐六年到期新興市場債券證券
,,T0128E,兆豐六年到期新興市場債券證券
,,T0128F,兆豐六年到期新興市場債券證券
,,T0128G,兆豐六年到期新興市場債券證券
,,T0128H,兆豐六年到期新興市場債券證券
,,T0129Y,兆豐台灣先進通訊證券投資信託
,,T0130A,兆豐新興市場短期非投資等級債
,,T0130B,兆豐新興市場短期非投資等級債
,,T0130C,兆豐新興市場短期非投資等級債
,,T0130D,兆豐新興市場短期非投資等級債
,,T0130E,兆豐新興市場短期非投資等級債
,,T0130F,兆豐新興市場短期非投資等級債
,,T0130G,兆豐新興市場短期非投資等級債
,,T0130H,兆豐新興市場短期非投資等級債
,,T0130J,兆豐新興市場短期非投資等級債
,,T0130K,兆豐新興市場短期非投資等級債
,,T0130L,兆豐新興市場短期非投資等級債
,,T0130M,兆豐新興市場短期非投資等級債
,,T0133A,兆豐全球元宇宙科技證券投資信
,,T0133B,兆豐全球元宇宙科技證券投資信
,,T0133C,兆豐全球元宇宙科技證券投資信
,,T0133D,兆豐全球元宇宙科技證券投資信
,,T0133E,兆豐全球元宇宙科技證券投資信
,,T0133F,兆豐全球元宇宙科技證券投資信
