part,7
name,轉換公司債
,,13164,上曜四
,,13165,上曜五
,,13381,廣華一KY
,,13411,富林一KY
,,14361,華友聯一
,,14362,華友聯二
,,14742,弘裕二
,,15131,中興電一
,,15132,中興電二
,,15324,勤美四
,,15332,車王電二
,,15696,濱川六
,,15823,信錦三
,,15862,和勤二
,,15863,和勤三
,,15893,永冠三KY
,,15932,祺驊二
,,15982,岱宇二
,,15983,岱宇三
,,16094,大亞四
,,16173,榮星三
,,16263,艾美特三KY
,,16264,艾美特四KY
,,17881,杏昌一
,,18051,寶徠一
,,18155,富喬五
,,18156,富喬六
,,19094,榮成四
,,20067,東和鋼鐵七
,,20121,春雨一
,,20122,春雨二
,,20123,春雨三
,,20315,新光鋼五
,,20343,允強三
,,20612,風青二
,,20631,世鎧一
,,20651,世豐一
,,20652,世豐二
,,20661,世德一
,,20694,運錩四
,,22081,台船一
,,22282,劍麟二
,,22393,英利三KY
,,22431,宏旭一KY
,,23383,光罩三
,,23481,海悅一
,,23834,台光電四
,,24393,美律三
,,24566,奇力新六
,,24616,光群雷六
,,24663,冠西電三
,,24723,立隆電三
,,24822,連宇二
,,24921,華新科一
,,25282,皇普二
,,25391,櫻花建一
,,25392,櫻花建二
,,25425,興富五
,,26034,長榮四
,,26095,陽明五
,,26106,華航六
,,26107,華航七
,,26183,長榮航三
,,26184,長榮航四
,,26185,長榮航五
,,26301,亞航一
,,26302,亞航二
,,26364,台驊投控四
,,27291,瓦城一
,,27311,雄獅一
,,27312,雄獅二
,,27481,雲品一
,,28885,新光金四
,,28886,新光金五
,,29051,三商一
,,29371,集雅社一
,,30103,華立三
,,30163,嘉晶三
,,30164,嘉晶四
,,30184,同開四
,,30237,信邦七
,,30284,增你強四
,,30335,威健五
,,30366,文曄六
,,30425,晶技五
,,30477,訊舟七
,,30921,鴻碩一
,,31221,笙泉一
,,31381,耀登一
,,31411,晶宏一
,,31412,晶宏二
,,31493,正達三
,,31632,波若威二
,,31671,大量一
,,31712,新洲二
,,31881,鑫龍騰一
,,32024,樺晟四
,,32606,威剛六
,,32607,威剛七
,,32681,海德威一
,,33053,昇貿三
,,33054,昇貿四
,,33101,佳穎一
,,33223,建舜電三
,,33243,雙鴻三
,,33244,雙鴻四
,,33382,泰碩二
,,33394,泰谷四
,,33463,麗清三
,,33464,麗清四
,,33632,上詮二
,,34132,京鼎二
,,34162,融程電二
,,34653,進泰電子三
,,34832,力致二
,,34833,力致三
,,34842,崧騰二
,,34891,森寶一
,,35121,皇龍一
,,35211,鴻翊一
,,35264,凡甲四
,,35265,凡甲五
,,35271,聚積一
,,35331,嘉澤一
,,35763,聯合再生三
,,35802,友威科二
,,35913,艾笛森三
,,35943,磐儀三
,,35961,智易一
,,35971,映興一
,,36052,宏致二
,,36171,碩天一
,,36252,西勝二
,,36253,西勝三
,,36313,晟楠三
,,36532,健策二
,,36533,健策三
,,36802,家登二
,,36893,湧德三
,,36912,碩禾二
,,37011,大眾控一
,,37073,漢磊三
,,37074,漢磊四
,,37081,上緯投控一
,,37083,上緯投控三
,,37084,上緯投控四
,,37101,連展投控一
,,37131,新晶投控一
,,41212,優盛二
,,41234,晟德四
,,41235,晟德五
,,41293,聯合三
,,41414,龍燈四KY
,,41415,龍燈五KY
,,41551,訊映一
,,41552,訊映二
,,41644,承業醫四
,,41672,松瑞藥二
,,41682,醣聯二
,,41712,瑞基二
,,41752,杏一二
,,41902,佐登二KY
